<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
09.08.2021;0;12933.0000000;13037.0000000;12880.0000000;13018.0000000;296
10.08.2021;0;12980.0000000;13123.0000000;12976.0000000;13097.0000000;179
11.08.2021;0;13088.0000000;13181.0000000;13029.0000000;13125.0000000;3607
12.08.2021;0;13104.0000000;13960.0000000;13000.0000000;13960.0000000;2364
13.08.2021;0;13933.0000000;13933.0000000;13206.0000000;13239.0000000;3130
16.08.2021;0;13287.0000000;13304.0000000;12975.0000000;13100.0000000;859
17.08.2021;0;13139.0000000;13139.0000000;12886.0000000;12922.0000000;295
18.08.2021;0;12928.0000000;13000.0000000;12850.0000000;12850.0000000;258
19.08.2021;0;12903.0000000;12945.0000000;12751.0000000;12865.0000000;1392
20.08.2021;0;12780.0000000;13003.0000000;12780.0000000;12977.0000000;593
23.08.2021;0;13077.0000000;13214.0000000;13050.0000000;13153.0000000;619
24.08.2021;0;13335.0000000;13335.0000000;13145.0000000;13182.0000000;556
25.08.2021;0;13138.0000000;13227.0000000;13126.0000000;13205.0000000;198
26.08.2021;0;13244.0000000;13282.0000000;13131.0000000;13170.0000000;239
27.08.2021;0;13438.0000000;13439.0000000;13085.0000000;13264.0000000;173
30.08.2021;0;13258.0000000;13320.0000000;13198.0000000;13245.0000000;411
31.08.2021;0;13291.0000000;13356.0000000;13095.0000000;13290.0000000;255
01.09.2021;0;13301.0000000;13438.0000000;13266.0000000;13400.0000000;503
02.09.2021;0;13384.0000000;13456.0000000;13241.0000000;13264.0000000;211
03.09.2021;0;13306.0000000;13306.0000000;13037.0000000;13116.0000000;148
07.09.2021;0;13169.0000000;13588.0000000;13169.0000000;13498.0000000;311
08.09.2021;0;13510.0000000;13719.0000000;13469.0000000;13523.0000000;1746
09.09.2021;0;13458.0000000;13665.0000000;13448.0000000;13544.0000000;392
10.09.2021;0;13567.0000000;13645.0000000;13451.0000000;13514.0000000;372
13.09.2021;0;13528.0000000;13528.0000000;13400.0000000;13462.0000000;451
14.09.2021;0;13433.0000000;13499.0000000;13291.0000000;13343.0000000;1381
15.09.2021;0;13353.0000000;13353.0000000;13231.0000000;13327.0000000;326
16.09.2021;0;13311.0000000;13349.0000000;13259.0000000;13281.0000000;182
17.09.2021;0;13305.0000000;13490.0000000;13301.0000000;13329.0000000;789
20.09.2021;0;13313.0000000;13316.0000000;13007.0000000;13090.0000000;332
21.09.2021;0;13169.0000000;13257.0000000;12383.0000000;12554.0000000;4255
22.09.2021;0;12616.0000000;12766.0000000;12540.0000000;12690.0000000;1020
23.09.2021;0;12724.0000000;12884.0000000;12699.0000000;12830.0000000;442
